WKT,nama,deskripsi
"POLYGON ((110.0165559 -7.8934408, 110.1770246 -7.9632702, 110.2075803 -7.9833304, 110.2395093 -7.9976099, 110.2728116 -8.011889, 110.3039422 -8.0177176, 110.3246533 -8.0241278, 110.3414762 -8.0292272, 110.3462567 -8.0352255, 110.3544965 -8.0517978, 110.3652253 -8.061061, 110.3710019 -8.0713797, 110.3853955 -8.0727885, 110.391258 -8.0778381, 110.4080808 -8.0798776, 110.4200711 -8.0880846, 110.4276242 -8.0892743, 110.4355207 -8.0996413, 110.4507985 -8.1011708, 110.468823 -8.1111977, 110.4812085 -8.1131879, 110.5045545 -8.1210052, 110.5259862 -8.130061, 110.5416333 -8.1339204, 110.548774 -8.1296643, 110.5563533 -8.1344171, 110.5735623 -8.1393583, 110.5811154 -8.1441164, 110.5903852 -8.1502338, 110.6053627 -8.1469071, 110.6199109 -8.1546519, 110.640167 -8.1692652, 110.6595218 -8.1748594, 110.6713665 -8.1791073, 110.6898201 -8.1862437, 110.6975019 -8.1865967, 110.7009351 -8.1913542, 110.7083003 -8.1994025, 110.7199732 -8.1980433, 110.7284009 -8.2005292, 110.737826 -8.2000821, 110.7549921 -8.196684, 110.7671964 -8.195432, 110.7823026 -8.1906745, 110.8003108 -8.2000821, 110.8162915 -8.2056264, 110.8324277 -8.2025681, 110.8283078 -8.1964514, 110.8289945 -8.1937329, 110.833801 -8.185917, 110.8332697 -8.1810522, 110.8312098 -8.1722165, 110.8265912 -8.1696051, 110.8252179 -8.1634879, 110.8207547 -8.1580504, 110.8193814 -8.1526128, 110.8200681 -8.1444562, 110.8125976 -8.1464835, 110.8100227 -8.1544701, 110.800753 -8.1619467, 110.79011 -8.159228, 110.7833325 -8.1454758, 110.7880501 -8.1337386, 110.7894234 -8.1213332, 110.7894234 -8.1124962, 110.7873634 -8.1028093, 110.7829892 -8.086336, 110.7796387 -8.0761266, 110.7733762 -8.0611819, 110.7681373 -8.0496122, 110.7637632 -8.0401057, 110.7569794 -8.0341446, 110.7544934 -8.0254876, 110.7562927 -8.0185065, 110.7589566 -8.0084893, 110.7616142 -8.0018478, 110.7609276 -7.997938, 110.7604126 -7.9943682, 110.7652191 -7.9916483, 110.7674507 -7.9872284, 110.7661664 -7.9775504, 110.767883 -7.9673503, 110.768309 -7.957138, 110.7720029 -7.9496695, 110.7720029 -7.943209, 110.7754361 -7.9340281, 110.768824 -7.9188843, 110.7708839 -7.905112, 110.7739738 -7.8966105, 110.7756904 -7.8875986, 110.7756904 -7.8845379, 110.7798103 -7.876716, 110.7829002 -7.8646429, 110.7858185 -7.8576709, 110.7822136 -7.8454272, 110.7798993 -7.8330249, 110.7819593 -7.8231614, 110.7919156 -7.8146581, 110.7684807 -7.8095441, 110.7617032 -7.8112567, 110.7651364 -7.8187397, 110.7616142 -7.8251902, 110.7468513 -7.8188978, 110.7437614 -7.8166869, 110.7437614 -7.8085237, 110.7335507 -7.8010525, 110.7217888 -7.7935573, 110.7133774 -7.7904959, 110.7167279 -7.79527, 110.7132947 -7.8078553, 110.7053983 -7.8081955, 110.6913221 -7.8078553, 110.6788734 -7.8058026, 110.6726936 -7.8046121, 110.6755292 -7.7979912, 110.6769025 -7.7871063, 110.6639618 -7.7937711, 110.658297 -7.8044858, 110.6491989 -7.7981931, 110.6415403 -7.7993518, 110.6322044 -7.8015946, 110.6265396 -7.8043157, 110.6219709 -7.7993518, 110.6157249 -7.8024449, 110.6067985 -7.7990435, 110.6004471 -7.8012544, 110.5999321 -7.8066967, 110.5906624 -7.807377, 110.5863708 -7.8077171, 110.5872291 -7.8029551, 110.5803627 -7.8066967, 110.5767578 -7.8031252, 110.5793327 -7.8005741, 110.5829376 -7.7898594, 110.5721891 -7.7830244, 110.5625099 -7.7823759, 110.5544418 -7.7859476, 110.5559868 -7.795642, 110.5511802 -7.7944515, 110.5468887 -7.7917302, 110.5379623 -7.7995537, 110.5357307 -7.7937711, 110.5344236 -7.8010525, 110.5305546 -7.7951418, 110.5219715 -7.7837466, 110.5118435 -7.7788142, 110.5079877 -7.7724793, 110.4935681 -7.7683973, 110.492274 -7.7519405, 110.4901349 -7.7292757, 110.4839551 -7.7098836, 110.4798352 -7.6870883, 110.4764812 -7.6685868, 110.4705655 -7.64898, 110.4719388 -7.6309454, 110.4680698 -7.616525, 110.4643857 -7.5979368, 110.4609525 -7.5877274, 110.4643857 -7.582963, 110.4599225 -7.5703709, 110.4558026 -7.5553961, 110.4485929 -7.5448454, 110.4321925 -7.5501626, 110.4191463 -7.5590115, 110.4091899 -7.5704127, 110.4029309 -7.5826226, 110.3940837 -7.5910022, 110.384814 -7.5991697, 110.3727977 -7.608528, 110.3604381 -7.6194175, 110.35134 -7.6252024, 110.3387296 -7.6357094, 110.3225934 -7.6479592, 110.3065364 -7.6548064, 110.2982175 -7.6649723, 110.2914302 -7.6745412, 110.2813947 -7.6874286, 110.2776972 -7.6958061, 110.2711741 -7.7072037, 110.2694575 -7.6995487, 110.2639643 -7.6898521, 110.2634493 -7.6816863, 110.2663676 -7.6723296, 110.2649943 -7.6619518, 110.2676618 -7.654084, 110.26181 -7.644791, 110.2519394 -7.6427494, 110.2465321 -7.6479385, 110.2404637 -7.6542085, 110.232739 -7.6507634, 110.218019 -7.649062, 110.2121825 -7.6487218, 110.2071185 -7.6514014, 110.2011103 -7.6509335, 110.1927848 -7.6451489, 110.1851887 -7.6468928, 110.1746745 -7.6485516, 110.1681943 -7.6482964, 110.1584096 -7.6461697, 110.1526589 -7.6463399, 110.1478953 -7.6488919, 110.1433463 -7.6449788, 110.139398 -7.6500828, 110.1311583 -7.6549316, 110.1243348 -7.6631404, 110.1196897 -7.6642918, 110.1183608 -7.6699213, 110.1262572 -7.6770666, 110.1279738 -7.6828507, 110.1358703 -7.6877842, 110.1372436 -7.6939084, 110.1356542 -7.6969551, 110.1308921 -7.6995222, 110.1334226 -7.7020585, 110.1344562 -7.7079919, 110.1333618 -7.7144985, 110.1363408 -7.7194096, 110.133555 -7.7236417, 110.1324606 -7.7352512, 110.130229 -7.7476045, 110.1257014 -7.7507725, 110.1143513 -7.765045, 110.1135359 -7.7724438, 110.0985155 -7.7823298, 110.0897393 -7.7934699, 110.0812725 -7.8058041, 110.0656308 -7.8133969, 110.0593053 -7.8243935, 110.0545631 -7.8432276, 110.0457384 -7.8580295, 110.0423052 -7.8816232, 110.0275423 -7.8915279, 110.0165559 -7.8934408))",Yogyakarta,
